0.4999268,0.08824109,0.5388346,0.05683746,0.4628575,0.05468713,0.5810049,0.08370128,0.4238053,0.08591095,0.6060231,0.2868273,0.4060406,0.2894684,0.6608402,0.4791684,0.3466694,0.4804529,0.543151,0.3174611,0.4487685,0.3084768,0.5828577,0.4854811,0.436171,0.4871858,0.5734007,0.6852574,0.4332078,0.6871638,0.583752,0.8849894,0.4535336,0.8861283,0.04929106,0.09830415,0.0975035,0.156887,0.01946506,0.1308908,0.05241526,0.229366,-0.09712337,-0.008305853,-0.3475629,0.08910023,-0.3469571,0.1416105,-0.1124046,0.0240195,-0.0241478,0.2457402,0.2693035,-0.262618,-0.2449799,0.1122098,-0.1911249,0.1081234,-0.1626508,0.1146236,-0.2304304,0.106313,0.01157735,0.1181588,-0.1794692,0.1037519,-0.2859461,0.1513775,0,0,1
0.5008067,0.08850642,0.5396654,0.05704213,0.4628133,0.05600255,0.5825006,0.08283261,0.423631,0.08706301,0.6074961,0.2878242,0.4074993,0.2889647,0.6590012,0.4810784,0.3507934,0.4807574,0.5425619,0.3184687,0.4517143,0.3080874,0.5826806,0.4862787,0.4395403,0.4863815,0.5738315,0.6860828,0.4350048,0.6863301,0.5825263,0.8858937,0.4562484,0.8851987,0.1012384,0.03052858,0.09559426,0.02354923,-0.005088668,0.1513506,0.1720957,-0.09994741,-0.02005292,0.1325548,0.169476,0.1146973,0.1678437,-0.05795389,-0.2115912,0.2197729,0.4744977,0.03504117,-0.06777118,0.1159421,0.3389451,-0.04480702,-0.02037525,0.09176062,0.3876612,-0.09253558,0.04956993,0.09496333,0.2067597,-0.09593031,-0.1410288,0.1040502,0.3123599,-0.1069649,1,0,0
0.5007756,0.08894551,0.5400625,0.05801764,0.4633433,0.05579694,0.5835485,0.08269505,0.4250156,0.08790588,0.6082153,0.2892867,0.4082177,0.2883274,0.658453,0.4828743,0.3535709,0.4807169,0.5476157,0.3163958,0.451412,0.3062832,0.5838016,0.487791,0.4392772,0.4859009,0.5753956,0.6876143,0.4371048,0.6858891,0.5810668,0.8875338,0.4558723,0.8850067,-0.003676635,0.05188669,0.04692992,0.1152739,0.0626331,-0.02429608,0.1238293,-0.0162552,0.1636067,0.09960018,0.08499224,0.172823,0.08488307,-0.07531467,-0.06477076,0.2122165,0.3282207,-0.004785964,0.5971926,-0.244954,-0.03572393,-0.2131955,0.1324715,0.1787112,-0.03108588,-0.05679063,0.1848249,0.1809721,0.2481588,-0.05210679,-0.1724638,0.1938122,-0.04444361,-0.02268667,1,0,0
0.5006223,0.08955327,0.5395153,0.05813134,0.4634995,0.0560585,0.5827625,0.08322481,0.4273058,0.09055509,0.6139911,0.2900073,0.4139992,0.288204,0.6622688,0.484093,0.3550577,0.4793215,0.5470369,0.3206255,0.4633142,0.3111534,0.5874798,0.4882424,0.4426142,0.4861465,0.5784379,0.6880379,0.4396839,0.686125,0.584576,0.8879437,0.4572948,0.8853481,-0.008301228,0.03292239,-0.02964355,0.006159327,0.008462667,0.01416855,-0.0425781,0.02869711,0.1240632,0.1435082,0.3128733,0.03903773,0.3131881,-0.006681988,0.2067009,0.06601752,0.08053903,-0.07558928,-0.03135158,0.2291249,0.6447448,0.2638199,0.1992456,0.02445327,0.1807656,0.0132994,0.1648041,0.02295026,0.1397115,0.01277634,0.1900952,0.02220441,0.07705677,0.01849776,1,0,0
0.5008447,0.08956756,0.5403776,0.05895456,0.4632396,0.05661529,0.583366,0.08448867,0.4275694,0.09165293,0.618305,0.290117,0.4183223,0.2874894,0.663865,0.4848586,0.3561077,0.4775666,0.5518188,0.3191913,0.4651968,0.3099374,0.5900308,0.4881083,0.4461592,0.4855427,0.5826151,0.6879708,0.4433716,0.6855232,0.5878087,0.8879034,0.459179,0.8848976,0.01845247,0.001185736,0.07154475,0.06830716,-0.02157322,0.0461998,0.05008034,0.104869,0.02186749,0.09109394,0.3579513,0.009100121,0.3587055,-0.05929916,0.1324414,0.0635228,0.08712129,-0.1456168,0.3967752,-0.1190088,0.1562105,-0.1009025,0.2116718,-0.01112539,0.294149,-0.05010012,0.3466058,-0.005568878,0.3059841,-0.04993197,0.268231,-0.003348251,0.1563391,-0.03738468,0,0,1
0.5013366,0.08984964,0.5407727,0.05911211,0.4639874,0.05660751,0.5836173,0.08488689,0.4274054,0.09069207,0.6171099,0.2903344,0.4171222,0.288118,0.6628273,0.4850391,0.3538066,0.4778313,0.5502241,0.3197499,0.463,0.31027,0.5891101,0.4883648,0.4441665,0.4862811,0.5825696,0.6882578,0.4420232,0.6862696,0.5854252,0.8882374,0.4552387,0.8858325,0.06963421,0.03993609,0.05593859,0.02230392,0.1058774,-0.001100692,0.03556813,0.05637844,-0.02321,-0.1360323,-0.1691997,0.0307793,-0.1699043,0.08899628,-0.1469052,0.02555589,-0.325767,0.03747945,-0.2257627,0.0790853,-0.3110165,0.04708664,-0.1303405,0.03630228,-0.282119,0.1045441,-0.006446987,0.04063121,-0.1908992,0.1056749,-0.3374374,0.04728916,-0.5578374,0.1323658,0,0,1
0.5012933,0.08966915,0.5406587,0.05884118,0.4636953,0.05670867,0.5835136,0.08459884,0.4278863,0.09160445,0.6187108,0.2903778,0.4187324,0.2874389,0.662498,0.4855257,0.35526,0.4770998,0.5497048,0.320366,0.4663617,0.3107976,0.5870874,0.4878619,0.4448665,0.485724,0.5779193,0.6876516,0.4439493,0.6857219,0.5871555,0.8874382,0.4599656,0.8850796,-0.004840964,-0.02019152,-0.0127492,-0.03030853,-0.03267317,0.01131725,-0.01159564,-0.03222475,0.05380071,0.1020678,0.179089,0.0048543,0.1801359,-0.07597513,-0.03684067,0.05443083,0.1625857,-0.08183962,-0.05809156,0.06892706,0.3760715,0.05902508,-0.226285,-0.05625787,0.07831559,-0.06231907,-0.5202302,-0.0678135,0.2154729,-0.0612722,0.1935652,-0.08940446,0.5288053,-0.0842301,0,0,1
0.5011189,0.08966538,0.5402662,0.05856083,0.4634897,0.05674055,0.5829841,0.084545,0.4279031,0.09186306,0.616491,0.2902209,0.4165042,0.2879255,0.6622278,0.4849211,0.3546735,0.478128,0.5541365,0.3166467,0.4648506,0.3112118,0.5876637,0.4881325,0.444469,0.4859608,0.5781798,0.6879075,0.4404295,0.6859201,0.5821875,0.8878673,0.4596893,0.8849906,-0.01872949,-0.0004048669,-0.04215736,-0.03010697,-0.02208365,0.003423366,-0.056867,-0.005781755,0.001795497,0.02777259,-0.2383818,-0.01684758,-0.2392875,0.05226463,-0.02901599,-0.06492913,-0.06298321,0.1104182,0.475925,-0.399426,-0.1622764,0.04448095,0.06189182,0.0290608,-0.04269505,0.0254314,0.02797262,0.02747334,-0.3779953,0.02127711,-0.5335153,0.04608121,-0.0296785,-0.00956318,0,0,1
0.5029343,0.09180447,0.5364848,0.05473207,0.4658837,0.05822986,0.5790082,0.08103333,0.4315875,0.09461351,0.6177834,0.2919327,0.417788,0.2905719,0.6629179,0.4867733,0.3524917,0.4796126,0.5533295,0.31947,0.465376,0.3145153,0.5887285,0.489811,0.4442526,0.4888133,0.5766584,0.6894464,0.440498,0.688778,0.5812138,0.8893946,0.4560975,0.8881688,0.1319563,0.1554858,-0.2748609,-0.2783056,0.1740145,0.1082548,-0.288998,-0.2552562,0.267814,0.1999247,0.09393822,0.1244263,0.09331433,0.1923606,0.0501622,0.1346381,-0.1585906,0.1079193,-0.05865832,0.2052239,0.03818921,0.2401269,0.0774009,0.1220088,-0.0157293,0.2073382,-0.1105882,0.1118663,0.004975927,0.2077412,-0.07077644,0.1110128,-0.2610835,0.2310156,0,0,1
0.5056094,0.09248135,0.5406147,0.05677936,0.4671051,0.06058431,0.584976,0.07984602,0.4320764,0.09626324,0.6148768,0.2940761,0.4149095,0.2904555,0.669051,0.4865992,0.3543539,0.4810677,0.556293,0.3214156,0.4650433,0.3144908,0.5899888,0.4925215,0.4429067,0.4884862,0.5770301,0.6921012,0.4368664,0.688395,0.5770834,0.8921012,0.4496712,0.8879846,0.1691138,0.04279091,0.2610806,0.1294247,0.07721487,0.1488422,0.3772684,-0.07505907,0.03090554,0.1042921,-0.1837452,0.1354972,-0.1819666,-0.007360884,0.3877172,-0.01100836,0.1177233,0.09198562,0.1873399,0.1229929,-0.02103325,-0.001548668,0.07967164,0.1713502,-0.08508255,-0.02067905,0.02349756,0.1678289,-0.2295759,-0.02421725,-0.2611145,0.1711071,-0.4062522,-0.0116395,0,0,1
